Fighter,Elo,UFC Record,Unbeaten Streak,Avg. Opp. Elo,Last 5 Fights,DelME,DelME1,DelME2,DelME3
Sean Gannon,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Keigo Kunihara,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bobby Southworth,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jason Thacker,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Sanford,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Lodune Sincaid,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Alex Schoenauer,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Josh Rafferty,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Wade Shipp,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Gerald Strebendt,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Romie Aram,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Richard Crunkilton,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Leigh Remedios,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
James Zikic,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nick Serra,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Zach Light,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rodrigo Ruas,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Joey Gilbert,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Aaron Brink,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Alex Stiebling,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jermaine Andre,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Masutatsu Yano,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Lowell Anderson,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Flavio Luiz Moura,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
David Roberts,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Condo,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Joey Roberts,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Darrel Gholar,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Adriano Santos,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Paulo Santos,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Joe Pardo,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bob Gilstrap,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Allan Goes,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Noe Hernandez,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Eugenio Tadeu,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Courtney Turner,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Josh Stuart,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Marcus Silveira,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Houston Dorr,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Todd Butler,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Donnie Chappell,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tony Halme,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dmitri Stepanov,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Wes Albritton,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Wallid Ismail,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Eric Martin,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jackie Lee,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Fabio Gurgel,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dave Berry,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Scott Fiedler,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Matt Andersen,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Paul Herrera,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Thomas Ramirez,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Keith Mielke,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Gerry Harris,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
David Hood,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Francesco Maturi,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Matua,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jack McGlaughlin,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ernie Verdicia,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Andy Anderson,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Asbel Cancio,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jason Fairn,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Eldo Xavier Dias,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Roland Payne,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Emmanuel Yarborough,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Alberta Cerra Leon,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Robert Lucarelli,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Thaddeus Luster,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
David Levicki,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sean Daugherty,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Art Jimmerson,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Kevin Rosier,84.000,1-2-0,0,105.333,- 16.0,- 16.0,+ 16.0,+ 0.0,+ 0.0
Taylor Wily,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sean McCorkle,83.999,1-2-0,0,105.570,- 16.7,- 15.3,+ 16.0,+ 0.0,+ 0.0
Will Chope,83.991,0-1-0,0,99.795,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Vinicius Salvador,83.969,0-1-0,0,99.324,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ryan Roberts,83.966,0-1-0,0,99.265,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mike Jackson,83.966,1-2-0,0,92.184,- 16.8,+ 16.7,- 16.0,+ 0.0,+ 0.0
John Campetella,83.966,0-1-0,0,99.264,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Gabriella Fernandes,83.965,0-1-0,0,99.231,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dale Hartt,83.963,1-2-0,0,94.611,- 16.7,+ 16.6,- 16.0,+ 0.0,+ 0.0
Cole Smith,83.955,1-2-0,0,105.204,- 16.0,- 16.8,+ 16.7,+ 0.0,+ 0.0
Jeff Newton,83.932,0-1-0,0,98.530,- 16.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rick Davis,83.931,0-1-0,0,98.498,- 16.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Carlo Prater,83.926,1-2-0,0,105.286,- 16.8,- 16.0,+ 16.7,+ 0.0,+ 0.0
Danny Chavez,83.917,1-2-1,0,104.843,- 14.2,- 1.2,- 15.9,+ 15.2,+ 0.0
Mark Weir,83.906,1-2-0,0,104.586,- 16.0,- 16.0,+ 15.9,+ 0.0,+ 0.0
Batgerel Danaa,83.811,3-4-0,0,105.485,- 16.0,- 14.6,- 14.6,+ 13.5,+ 15.3
Andrew Holbrook,83.781,2-3-0,0,106.452,- 18.2,- 16.1,+ 17.4,- 16.0,+ 16.6
Braxton Smith,83.769,0-1-0,0,94.976,- 16.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Cyril Asker,83.742,2-3-0,0,91.631,- 15.3,+ 16.8,- 17.1,+ 16.0,- 16.7
Duane Ludwig,83.723,4-5-0,0,114.146,- 15.9,- 16.4,- 17.8,+ 17.3,+ 15.9
Joe Soto,83.721,3-5-0,0,129.815,- 14.5,- 15.2,+ 20.0,+ 19.4,+ 17.9
Seth Baczynski,83.685,5-6-0,0,116.290,- 16.7,- 16.8,- 14.4,+ 15.2,- 17.6
Deron Winn,83.681,2-3-0,0,97.144,- 14.6,+ 16.1,- 15.3,- 17.1,+ 14.6
George Sullivan,83.672,3-4-0,0,114.640,- 14.6,- 15.9,- 17.8,+ 15.2,- 16.1
Ivan Salaverry,83.598,3-4-0,0,111.401,- 16.0,- 17.4,- 17.6,+ 15.9,+ 16.6
Rong Zhu,83.550,1-2-0,0,90.676,- 15.8,+ 16.8,- 17.5,+ 0.0,+ 0.0
Jeremy Stephens,83.493,15-18-0,0,139.689,- 15.8,- 15.0,- 13.1,- 15.2,- 14.5
Hector Urbina,83.490,1-2-0,0,100.705,- 15.2,- 15.9,+ 14.6,+ 0.0,+ 0.0
Tucker Lutz,83.480,1-2-0,0,101.415,- 16.7,- 15.2,+ 15.4,+ 0.0,+ 0.0
Nissen Osterneck,83.469,0-1-0,0,88.472,- 16.5,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sabina Mazo,83.459,3-4-0,0,105.730,- 16.0,- 16.9,- 17.4,+ 15.7,+ 17.4
Ion Cutelaba,83.453,6-8-1,1,122.757,+ 17.6,- 14.3,- 15.5,- 14.4,+ 17.1
Joseph Morales,83.444,1-2-0,0,101.557,- 17.3,- 15.2,+ 16.0,+ 0.0,+ 0.0
Rogerio Bontorin,83.442,2-3-0,0,114.187,- 15.9,- 15.6,- 15.7,+ 14.6,+ 16.0
Mariya Agapova,83.421,2-3-0,0,102.279,- 15.1,- 15.3,+ 16.9,- 18.3,+ 15.2
Per Eklund,83.413,1-2-0,0,90.005,- 16.0,+ 16.0,- 16.6,+ 0.0,+ 0.0
Pete Spratt,83.403,3-4-0,0,105.017,- 16.0,- 16.7,+ 15.2,- 16.0,+ 18.1
Jon Tuck,83.402,4-5-0,0,101.408,- 15.1,+ 15.7,- 15.9,- 16.7,+ 16.1
Danielle Taylor,83.402,2-3-0,0,97.604,- 16.0,- 16.7,+ 15.3,+ 16.0,- 15.2
Denys Bondar,83.394,0-1-0,0,86.835,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Spike Carlyle,83.389,1-2-0,0,100.906,- 16.6,- 16.0,+ 16.0,+ 0.0,+ 0.0
Solomon Hutcherson,83.385,0-1-0,0,86.644,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Simeon Thoresen,83.382,1-2-0,0,101.114,- 17.4,- 15.2,+ 16.0,+ 0.0,+ 0.0
Stanislav Nedkov,83.381,1-2-0,0,108.748,- 15.9,- 17.4,+ 16.8,+ 0.0,+ 0.0
Carlos Barreto,83.372,0-1-0,0,86.356,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Max Rohskopf,83.370,0-1-0,0,86.313,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Alex Andrade,83.365,0-1-0,0,86.197,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tony Petarra,83.363,0-1-0,0,86.169,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Paul Georgieff,83.363,0-1-0,0,86.162,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Lewis Gonzalez,83.363,0-1-0,0,86.155,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Khusein Askhabov,83.360,0-1-0,0,86.098,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rolando Delgado,83.359,1-2-0,0,100.726,- 16.7,- 15.9,+ 16.0,+ 0.0,+ 0.0
Maciej Jewtuszko,83.336,0-1-0,0,85.572,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nick Pace,83.336,1-2-0,0,100.291,- 16.0,- 16.7,+ 16.0,+ 0.0,+ 0.0
Masio Fullen,83.332,1-2-0,0,100.466,- 16.6,- 16.1,+ 16.0,+ 0.0,+ 0.0
Allen Berube,83.330,0-1-0,0,85.436,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ronald Jhun,83.321,0-1-0,0,85.248,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nick Osipczak,83.320,2-3-0,0,110.115,- 15.9,- 17.4,- 16.7,+ 17.4,+ 16.0
Eddie Mendez,83.319,0-1-0,0,85.193,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nick Aguirre,83.308,0-1-0,0,84.967,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Erik Silva,83.307,0-1-0,0,84.938,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jim Alers,83.306,1-2-0,0,107.349,- 16.7,- 16.0,+ 16.0,+ 0.0,+ 0.0
Joshua Weems,83.304,0-1-0,0,84.887,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ricardo Romero,83.302,1-2-0,0,99.801,- 16.0,- 16.0,+ 15.3,+ 0.0,+ 0.0
Yusaku Kinoshita,83.301,0-1-0,0,84.805,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sheldon Westcott,83.300,1-2-0,1,78.897,+ 15.4,- 16.1,- 16.0,+ 0.0,+ 0.0
Guilherme Vasconcelos,83.299,0-1-0,0,84.773,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ivan Serati,83.298,0-1-0,0,84.739,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
David Michaud,83.298,1-2-0,0,89.333,- 16.0,+ 15.3,- 16.0,+ 0.0,+ 0.0
Ben Alloway,83.298,1-2-0,0,100.000,- 16.0,- 16.7,+ 16.0,+ 0.0,+ 0.0
James McSweeney,83.298,1-2-0,0,100.000,- 16.0,- 16.7,+ 16.0,+ 0.0,+ 0.0
Matt Arroyo,83.298,1-2-0,0,100.000,- 16.0,- 16.7,+ 16.0,+ 0.0,+ 0.0
Harold Howard,83.298,1-2-0,0,100.000,- 16.0,- 16.7,+ 16.0,+ 0.0,+ 0.0
Dieusel Berto,83.298,0-1-0,0,84.736,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Brennan,83.296,1-2-0,0,100.235,- 16.7,- 16.0,+ 16.0,+ 0.0,+ 0.0
Brian Geraghty,83.291,0-1-0,0,84.604,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bruna Brasil,83.288,0-1-0,0,84.526,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Adam Milstead,83.288,1-2-0,0,100.097,- 16.7,- 15.2,+ 15.2,+ 0.0,+ 0.0
Charlie Valencia,83.270,0-1-0,0,84.143,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Melissa Martinez,83.269,0-1-0,0,84.126,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Yuri Vaulin,83.267,0-1-0,0,84.070,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Hyun Gyu Lim,83.265,3-4-0,0,113.399,- 16.0,- 16.7,- 13.8,+ 14.6,- 17.5
Dean Barry,83.264,0-1-0,0,84.000,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Roger Zapata,83.264,0-1-0,0,84.000,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bubba Bush,83.264,0-1-0,0,84.000,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Price,83.264,0-1-0,0,84.000,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Kristian Rothaermel,83.264,0-1-0,0,84.000,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sean Alvarez,83.264,0-1-0,0,84.000,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nate Schroeder,83.264,0-1-0,0,84.000,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
He-Man Gipson,83.264,0-1-0,0,84.000,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ray Wizard,83.264,0-1-0,0,84.000,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Shunichi Shimizu,83.261,0-1-0,0,83.934,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Matt Lucas,83.259,0-1-0,0,83.901,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Milana Dudieva,83.231,1-2-0,0,99.287,- 16.1,- 16.0,+ 15.3,+ 0.0,+ 0.0
Filip Pejic,83.231,0-1-0,0,83.288,- 16.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Saeed Hosseini,83.230,0-1-0,0,83.264,- 16.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Shannon Ross,83.228,0-1-0,0,83.226,- 16.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Liguori,83.223,0-1-0,0,83.120,- 16.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Robert Sanchez,83.207,1-2-0,0,88.914,- 16.8,+ 16.0,- 16.0,+ 0.0,+ 0.0
James Lee,83.206,0-1-0,0,82.746,- 16.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Luke Cummo,83.203,3-4-0,0,95.793,- 16.0,- 17.3,+ 15.2,+ 15.9,- 16.1
Justin Lawrence,83.198,1-2-0,0,99.309,- 16.2,- 16.6,+ 16.0,+ 0.0,+ 0.0
Ron Stallings,83.171,1-2-0,0,88.783,- 17.0,+ 16.0,- 15.8,+ 0.0,+ 0.0
Tanner Boser,83.164,4-5-0,0,108.273,- 17.6,- 16.1,+ 17.6,- 15.8,- 15.5
Emily Ducote,83.146,1-2-0,0,98.599,- 15.2,- 17.9,+ 16.2,+ 0.0,+ 0.0
Chris Cope,83.084,1-2-0,0,98.455,- 16.2,- 16.7,+ 16.0,+ 0.0,+ 0.0
Aleksa Camur,82.999,1-2-0,0,98.195,- 16.8,- 16.8,+ 16.6,+ 0.0,+ 0.0
Johnny Bedford,82.994,2-3-0,0,110.603,- 14.8,- 17.4,- 16.8,+ 16.0,+ 16.0
David Heath,82.937,2-3-0,0,107.521,- 15.9,- 15.7,- 16.7,+ 15.3,+ 16.0
Felipe Arantes,82.905,5-6-1,0,107.135,- 15.2,- 16.0,- 14.7,+ 15.4,+ 16.7
Jaqueline Amorim,82.903,0-1-0,0,76.145,- 17.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Misha Cirkunov,82.871,6-7-0,0,128.346,- 14.4,- 17.3,- 14.9,- 16.1,+ 16.2
Justin Salas,82.867,3-4-0,0,102.792,- 16.0,- 16.0,+ 15.3,- 15.4,+ 15.0
Jason Von Flue,82.829,1-2-0,0,96.292,- 15.6,- 17.5,+ 15.9,+ 0.0,+ 0.0
Rodrigo Damm,82.807,3-4-0,0,106.631,- 15.1,- 16.0,- 16.7,+ 16.0,+ 15.3
Marcel Fortuna,82.751,1-2-0,0,95.905,- 16.7,- 15.9,+ 15.4,+ 0.0,+ 0.0
Sam Hoger,82.724,2-3-0,0,100.000,- 15.9,- 15.9,+ 16.1,- 17.5,+ 16.0
Jess Liaudin,82.707,2-3-0,0,107.177,- 16.6,- 17.5,- 15.2,+ 16.0,+ 16.0
Clay Harvison,82.706,1-2-0,0,95.448,- 15.8,- 17.5,+ 16.0,+ 0.0,+ 0.0
Felipe Olivieri,82.684,0-1-0,0,71.364,- 17.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Geraldo de Freitas,82.655,1-2-0,0,95.366,- 16.7,- 16.7,+ 16.0,+ 0.0,+ 0.0
Jesse Lennox,82.631,1-2-0,0,95.197,- 16.7,- 16.7,+ 16.0,+ 0.0,+ 0.0
Erick Montano,82.631,1-2-0,0,95.162,- 16.6,- 16.8,+ 16.0,+ 0.0,+ 0.0
Orion Cosce,82.602,1-2-0,0,84.053,- 16.7,+ 16.1,- 16.8,+ 0.0,+ 0.0
Alex Karalexis,82.598,1-2-0,0,94.667,- 15.9,- 17.5,+ 16.0,+ 0.0,+ 0.0
Isabela de Padua,82.596,0-1-0,0,69.429,- 17.4,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ian Loveland,82.595,1-2-0,0,94.912,- 16.7,- 16.7,+ 16.0,+ 0.0,+ 0.0
Cameron Dollar,82.532,0-1-0,0,68.025,- 17.5,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Yan Cabral,82.513,2-3-0,0,98.535,- 15.9,- 14.5,+ 14.0,- 15.9,+ 14.9
Joao Pierini,82.512,0-1-0,0,67.594,- 17.5,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sedriques Dumas,82.506,0-1-0,0,67.463,- 17.5,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sasha Palatnikov,82.399,1-2-0,0,93.454,- 16.8,- 16.8,+ 16.0,+ 0.0,+ 0.0
Kai Kamaka,82.349,1-2-1,1,87.806,+ 1.2,- 17.4,- 17.4,+ 16.0,+ 0.0
Dustin Kimura,82.286,2-3-0,0,98.691,- 15.9,- 17.8,+ 16.0,- 16.7,+ 16.7
Jake Ellenberger,82.265,10-11-0,0,139.365,- 14.9,- 15.4,- 16.5,- 16.0,+ 18.1
Mike Easton,82.226,3-4-0,0,113.737,- 15.3,- 15.1,- 17.3,- 17.4,+ 16.1
Poliana Botelho,82.173,3-4-0,0,109.362,- 15.9,- 16.8,- 15.6,+ 15.3,- 16.1
Pawel Pawlak,82.162,1-2-0,0,79.913,- 15.8,+ 16.1,- 18.1,+ 0.0,+ 0.0
Chris Camozzi,82.160,9-10-0,0,112.858,- 15.6,- 14.5,- 14.0,+ 17.2,+ 16.1
Thiago Perpetuo,82.121,1-2-0,0,91.467,- 17.1,- 16.7,+ 16.0,+ 0.0,+ 0.0
Maheshate,82.038,1-2-0,0,90.707,- 16.7,- 17.3,+ 16.0,+ 0.0,+ 0.0
Jamie Moyle,82.014,1-2-0,0,90.027,- 16.7,- 15.9,+ 14.6,+ 0.0,+ 0.0
Ivan Menjivar,81.981,4-5-0,0,106.203,- 16.5,- 16.7,- 17.4,+ 15.2,- 16.1
Oskar Piechota,81.947,2-3-0,0,94.861,- 15.9,- 16.7,- 16.0,+ 15.3,+ 15.2
Tafon Nchukwi,81.947,2-3-0,0,96.725,- 15.9,- 16.7,+ 14.7,- 16.2,+ 16.0
Khama Worthy,81.923,2-3-0,0,104.502,- 17.1,- 18.3,- 16.9,+ 16.7,+ 17.5
Sung Bin Jo,81.902,0-1-0,0,54.177,- 18.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tom Blackledge,81.885,0-1-0,0,53.796,- 18.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Eugene Jackson,81.860,3-4-0,0,98.361,- 15.9,+ 16.9,- 16.6,- 15.7,- 17.4
Josh Stansbury,81.858,1-2-0,0,89.292,- 16.6,- 17.5,+ 16.0,+ 0.0,+ 0.0
Omar Morales,81.800,3-4-0,0,108.532,- 15.9,- 16.7,- 17.4,+ 15.2,- 15.4
Dusko Todorovic,81.715,3-4-0,0,88.543,- 15.9,+ 16.0,- 15.1,+ 14.7,- 15.9
Justine Kish,81.668,3-4-0,0,102.093,- 14.4,- 15.7,+ 14.7,- 17.4,- 16.0
Mandy Bohm,81.504,1-2-0,1,64.889,+ 15.4,- 16.6,- 17.2,+ 0.0,+ 0.0
Tony DeSouza,81.479,2-3-0,0,100.701,- 15.8,- 16.6,- 17.4,+ 15.3,+ 16.0
William Knight,81.230,3-4-0,0,103.033,- 17.2,- 16.7,- 18.3,+ 16.8,+ 15.2
Corey Hill,81.226,1-2-0,0,84.265,- 16.6,- 17.4,+ 15.3,+ 0.0,+ 0.0
Kimo Leopoldo,81.030,2-4-0,0,136.126,- 13.6,+ 17.0,- 15.7,+ 17.9,- 13.3
Kevin Burns,80.910,2-3-0,0,98.730,- 15.8,- 18.2,- 17.6,+ 15.8,+ 16.8
Josh Parisian,80.892,2-3-0,0,78.586,- 15.8,+ 14.8,- 16.6,+ 15.3,- 16.7
Bethe Correia,80.776,5-6-1,0,109.540,- 13.7,- 17.1,+ 16.9,- 16.4,- 17.2
Jorge Gurgel,80.695,3-4-0,0,91.502,- 17.3,- 16.0,+ 15.4,- 17.4,+ 15.2
Yui Chul Nam,80.648,1-2-0,0,79.881,- 16.5,- 18.9,+ 16.0,+ 0.0,+ 0.0
Yves Edwards,80.460,10-10-0,0,101.822,- 16.6,- 16.6,- 16.7,- 18.2,+ 14.7
Dan Miller,80.392,6-7-0,0,109.254,- 16.3,- 16.6,+ 14.0,- 14.5,- 14.4
Kyle Kingsbury,80.336,4-5-0,0,104.240,- 15.7,- 16.6,- 17.4,- 17.2,+ 15.3
Rob Kimmons,80.308,3-4-0,0,93.484,- 16.6,- 15.8,+ 15.3,- 16.4,+ 15.3
