Fighter,Elo,UFC Record,Unbeaten Streak,Last 5 Fights,DelME,DelME1,DelME2,DelME3
Rogerio Bontorin,83.442,2-3-0,0,- 15.9,- 15.6,- 15.7,+ 14.6,+ 16.0
Mariya Agapova,83.421,2-3-0,0,- 15.1,- 15.3,+ 16.9,- 18.3,+ 15.2
Per Eklund,83.413,1-2-0,0,- 16.0,+ 16.0,- 16.6,+ 0.0,+ 0.0
Pete Spratt,83.403,3-4-0,0,- 16.0,- 16.7,+ 15.2,- 16.0,+ 18.1
Jon Tuck,83.402,4-5-0,0,- 15.1,+ 15.7,- 15.9,- 16.7,+ 16.1
Danielle Taylor,83.402,2-3-0,0,- 16.0,- 16.7,+ 15.3,+ 16.0,- 15.2
Spike Carlyle,83.389,1-2-0,0,- 16.6,- 16.0,+ 16.0,+ 0.0,+ 0.0
Solomon Hutcherson,83.385,0-1-0,0,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Simeon Thoresen,83.382,1-2-0,0,- 17.4,- 15.2,+ 16.0,+ 0.0,+ 0.0
Stanislav Nedkov,83.381,1-2-0,0,- 15.9,- 17.4,+ 16.8,+ 0.0,+ 0.0
Carlos Barreto,83.372,0-1-0,0,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Max Rohskopf,83.370,0-1-0,0,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Alex Andrade,83.365,0-1-0,0,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tony Petarra,83.363,0-1-0,0,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Paul Georgieff,83.363,0-1-0,0,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Lewis Gonzalez,83.363,0-1-0,0,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Khusein Askhabov,83.360,0-1-0,0,- 16.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rolando Delgado,83.359,1-2-0,0,- 16.7,- 15.9,+ 16.0,+ 0.0,+ 0.0
Maciej Jewtuszko,83.336,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nick Pace,83.336,1-2-0,0,- 16.0,- 16.7,+ 16.0,+ 0.0,+ 0.0
Masio Fullen,83.332,1-2-0,0,- 16.6,- 16.1,+ 16.0,+ 0.0,+ 0.0
Allen Berube,83.330,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ronald Jhun,83.321,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nick Osipczak,83.320,2-3-0,0,- 15.9,- 17.4,- 16.7,+ 17.4,+ 16.0
Eddie Mendez,83.319,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nick Aguirre,83.308,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Erik Silva,83.307,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jim Alers,83.306,1-2-0,0,- 16.7,- 16.0,+ 16.0,+ 0.0,+ 0.0
Joshua Weems,83.304,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ricardo Romero,83.302,1-2-0,0,- 16.0,- 16.0,+ 15.3,+ 0.0,+ 0.0
Yusaku Kinoshita,83.301,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sheldon Westcott,83.300,1-2-0,1,+ 15.4,- 16.1,- 16.0,+ 0.0,+ 0.0
Guilherme Vasconcelos,83.299,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ivan Serati,83.298,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
David Michaud,83.298,1-2-0,0,- 16.0,+ 15.3,- 16.0,+ 0.0,+ 0.0
Ben Alloway,83.298,1-2-0,0,- 16.0,- 16.7,+ 16.0,+ 0.0,+ 0.0
James McSweeney,83.298,1-2-0,0,- 16.0,- 16.7,+ 16.0,+ 0.0,+ 0.0
Matt Arroyo,83.298,1-2-0,0,- 16.0,- 16.7,+ 16.0,+ 0.0,+ 0.0
Harold Howard,83.298,1-2-0,0,- 16.0,- 16.7,+ 16.0,+ 0.0,+ 0.0
Dieusel Berto,83.298,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Brennan,83.296,1-2-0,0,- 16.7,- 16.0,+ 16.0,+ 0.0,+ 0.0
Brian Geraghty,83.291,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bruna Brasil,83.288,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Adam Milstead,83.288,1-2-0,0,- 16.7,- 15.2,+ 15.2,+ 0.0,+ 0.0
Charlie Valencia,83.270,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Melissa Martinez,83.269,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Yuri Vaulin,83.267,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Hyun Gyu Lim,83.265,3-4-0,0,- 16.0,- 16.7,- 13.8,+ 14.6,- 17.5
Dean Barry,83.264,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Roger Zapata,83.264,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bubba Bush,83.264,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Price,83.264,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Kristian Rothaermel,83.264,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sean Alvarez,83.264,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nate Schroeder,83.264,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
He-Man Gipson,83.264,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ray Wizard,83.264,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Shunichi Shimizu,83.261,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Matt Lucas,83.259,0-1-0,0,- 16.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Milana Dudieva,83.231,1-2-0,0,- 16.1,- 16.0,+ 15.3,+ 0.0,+ 0.0
Filip Pejic,83.231,0-1-0,0,- 16.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Saeed Hosseini,83.230,0-1-0,0,- 16.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Shannon Ross,83.228,0-1-0,0,- 16.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Liguori,83.223,0-1-0,0,- 16.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Robert Sanchez,83.207,1-2-0,0,- 16.8,+ 16.0,- 16.0,+ 0.0,+ 0.0
James Lee,83.206,0-1-0,0,- 16.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Luke Cummo,83.203,3-4-0,0,- 16.0,- 17.3,+ 15.2,+ 15.9,- 16.1
Justin Lawrence,83.198,1-2-0,0,- 16.2,- 16.6,+ 16.0,+ 0.0,+ 0.0
Ron Stallings,83.171,1-2-0,0,- 17.0,+ 16.0,- 15.8,+ 0.0,+ 0.0
Tanner Boser,83.164,4-5-0,0,- 17.6,- 16.1,+ 17.6,- 15.8,- 15.5
Emily Ducote,83.146,1-2-0,0,- 15.2,- 17.9,+ 16.2,+ 0.0,+ 0.0
Chris Cope,83.084,1-2-0,0,- 16.2,- 16.7,+ 16.0,+ 0.0,+ 0.0
Aleksa Camur,82.999,1-2-0,0,- 16.8,- 16.8,+ 16.6,+ 0.0,+ 0.0
Johnny Bedford,82.994,2-3-0,0,- 14.8,- 17.4,- 16.8,+ 16.0,+ 16.0
David Heath,82.937,2-3-0,0,- 15.9,- 15.7,- 16.7,+ 15.3,+ 16.0
Felipe Arantes,82.905,5-6-1,0,- 15.2,- 16.0,- 14.7,+ 15.4,+ 16.7
Jaqueline Amorim,82.903,0-1-0,0,- 17.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Misha Cirkunov,82.871,6-7-0,0,- 14.4,- 17.3,- 14.9,- 16.1,+ 16.2
Justin Salas,82.867,3-4-0,0,- 16.0,- 16.0,+ 15.3,- 15.4,+ 15.0
Jason Von Flue,82.829,1-2-0,0,- 15.6,- 17.5,+ 15.9,+ 0.0,+ 0.0
Rodrigo Damm,82.807,3-4-0,0,- 15.1,- 16.0,- 16.7,+ 16.0,+ 15.3
Marcel Fortuna,82.751,1-2-0,0,- 16.7,- 15.9,+ 15.4,+ 0.0,+ 0.0
Jimmy Flick,82.740,1-2-0,0,- 16.6,- 16.8,+ 16.1,+ 0.0,+ 0.0
Sam Hoger,82.724,2-3-0,0,- 15.9,- 15.9,+ 16.1,- 17.5,+ 16.0
Jess Liaudin,82.707,2-3-0,0,- 16.6,- 17.5,- 15.2,+ 16.0,+ 16.0
Clay Harvison,82.706,1-2-0,0,- 15.8,- 17.5,+ 16.0,+ 0.0,+ 0.0
Felipe Olivieri,82.684,0-1-0,0,- 17.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Geraldo de Freitas,82.655,1-2-0,0,- 16.7,- 16.7,+ 16.0,+ 0.0,+ 0.0
Jesse Lennox,82.631,1-2-0,0,- 16.7,- 16.7,+ 16.0,+ 0.0,+ 0.0
Erick Montano,82.631,1-2-0,0,- 16.6,- 16.8,+ 16.0,+ 0.0,+ 0.0
Zac Pauga,82.619,1-2-0,0,- 16.5,+ 15.2,- 16.0,+ 0.0,+ 0.0
Orion Cosce,82.602,1-2-0,0,- 16.7,+ 16.1,- 16.8,+ 0.0,+ 0.0
Alex Karalexis,82.598,1-2-0,0,- 15.9,- 17.5,+ 16.0,+ 0.0,+ 0.0
Isabela de Padua,82.596,0-1-0,0,- 17.4,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ian Loveland,82.595,1-2-0,0,- 16.7,- 16.7,+ 16.0,+ 0.0,+ 0.0
Cameron Dollar,82.532,0-1-0,0,- 17.5,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Yan Cabral,82.513,2-3-0,0,- 15.9,- 14.5,+ 14.0,- 15.9,+ 14.9
Joao Pierini,82.512,0-1-0,0,- 17.5,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sasha Palatnikov,82.399,1-2-0,0,- 16.8,- 16.8,+ 16.0,+ 0.0,+ 0.0
Kai Kamaka,82.349,1-2-1,1,+ 1.2,- 17.4,- 17.4,+ 16.0,+ 0.0
Dustin Kimura,82.286,2-3-0,0,- 15.9,- 17.8,+ 16.0,- 16.7,+ 16.7
Jake Ellenberger,82.265,10-11-0,0,- 14.9,- 15.4,- 16.5,- 16.0,+ 18.1
Mike Easton,82.226,3-4-0,0,- 15.3,- 15.1,- 17.3,- 17.4,+ 16.1
Poliana Botelho,82.173,3-4-0,0,- 15.9,- 16.8,- 15.6,+ 15.3,- 16.1
Pawel Pawlak,82.162,1-2-0,0,- 15.8,+ 16.1,- 18.1,+ 0.0,+ 0.0
Chris Camozzi,82.160,9-10-0,0,- 15.6,- 14.5,- 14.0,+ 17.2,+ 16.1
Thiago Perpetuo,82.121,1-2-0,0,- 17.1,- 16.7,+ 16.0,+ 0.0,+ 0.0
Maheshate,82.038,1-2-0,0,- 16.7,- 17.3,+ 16.0,+ 0.0,+ 0.0
Jamie Moyle,82.014,1-2-0,0,- 16.7,- 15.9,+ 14.6,+ 0.0,+ 0.0
Ivan Menjivar,81.981,4-5-0,0,- 16.5,- 16.7,- 17.4,+ 15.2,- 16.1
Oskar Piechota,81.947,2-3-0,0,- 15.9,- 16.7,- 16.0,+ 15.3,+ 15.2
Tafon Nchukwi,81.947,2-3-0,0,- 15.9,- 16.7,+ 14.7,- 16.2,+ 16.0
Khama Worthy,81.923,2-3-0,0,- 17.1,- 18.3,- 16.9,+ 16.7,+ 17.5
Sung Bin Jo,81.902,0-1-0,0,- 18.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tom Blackledge,81.885,0-1-0,0,- 18.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Eugene Jackson,81.860,3-4-0,0,- 15.9,+ 16.9,- 16.6,- 15.7,- 17.4
Josh Stansbury,81.858,1-2-0,0,- 16.6,- 17.5,+ 16.0,+ 0.0,+ 0.0
Omar Morales,81.800,3-4-0,0,- 15.9,- 16.7,- 17.4,+ 15.2,- 15.4
Dusko Todorovic,81.715,3-4-0,0,- 15.9,+ 16.0,- 15.1,+ 14.7,- 15.9
Justine Kish,81.668,3-4-0,0,- 14.4,- 15.7,+ 14.7,- 17.4,- 16.0
Mandy Bohm,81.504,1-2-0,1,+ 15.4,- 16.6,- 17.2,+ 0.0,+ 0.0
Tony DeSouza,81.479,2-3-0,0,- 15.8,- 16.6,- 17.4,+ 15.3,+ 16.0
William Knight,81.230,3-4-0,0,- 17.2,- 16.7,- 18.3,+ 16.8,+ 15.2
Corey Hill,81.226,1-2-0,0,- 16.6,- 17.4,+ 15.3,+ 0.0,+ 0.0
Kimo Leopoldo,81.030,2-4-0,0,- 13.6,+ 17.0,- 15.7,+ 17.9,- 13.3
Kevin Burns,80.910,2-3-0,0,- 15.8,- 18.2,- 17.6,+ 15.8,+ 16.8
Josh Parisian,80.892,2-3-0,0,- 15.8,+ 14.8,- 16.6,+ 15.3,- 16.7
Bethe Correia,80.776,5-6-1,0,- 13.7,- 17.1,+ 16.9,- 16.4,- 17.2
Jorge Gurgel,80.695,3-4-0,0,- 17.3,- 16.0,+ 15.4,- 17.4,+ 15.2
Yui Chul Nam,80.648,1-2-0,0,- 16.5,- 18.9,+ 16.0,+ 0.0,+ 0.0
Yves Edwards,80.460,10-10-0,0,- 16.6,- 16.6,- 16.7,- 18.2,+ 14.7
Dan Miller,80.392,6-7-0,0,- 16.3,- 16.6,+ 14.0,- 14.5,- 14.4
Kyle Kingsbury,80.336,4-5-0,0,- 15.7,- 16.6,- 17.4,- 17.2,+ 15.3
Rob Kimmons,80.308,3-4-0,0,- 16.6,- 15.8,+ 15.3,- 16.4,+ 15.3
Angela Hill,80.201,10-13-0,0,- 13.2,+ 17.9,+ 18.8,- 14.5,- 13.0
Dylan Andrews,80.005,2-3-0,0,- 16.6,- 17.4,- 16.7,+ 14.7,+ 16.0
Matthew Lopez,79.967,2-4-0,0,- 15.0,- 13.8,- 12.3,+ 16.5,+ 18.1
Mark Hominick,79.726,3-4-0,0,- 15.9,- 17.4,- 16.6,- 18.2,+ 13.8
Ben Saunders,79.535,9-10-0,0,- 12.9,- 16.4,- 17.2,- 14.3,+ 15.4
Manvel Gamburyan,79.504,6-8-0,0,- 15.7,- 13.6,+ 14.8,+ 17.1,- 12.5
Court McGee,79.467,10-11-0,0,- 14.2,- 14.8,+ 16.3,+ 20.0,- 15.5
Hacran Dias,79.402,3-5-0,0,- 15.0,- 16.4,- 14.7,+ 16.3,+ 19.6
Chris Beal,79.322,2-3-0,0,- 17.9,- 16.6,- 17.4,+ 15.3,+ 16.0
Justin Scoggins,79.135,4-5-0,0,- 15.8,- 17.2,- 17.1,+ 16.9,+ 15.4
Joe Riggs,78.675,5-7-0,0,- 16.1,+ 17.0,- 15.9,- 14.9,- 13.5
Louis Smolka,78.590,8-9-0,0,- 16.1,- 17.1,+ 17.5,- 15.7,+ 15.5
Trevor Smith,78.441,5-7-0,0,- 15.0,- 14.3,- 14.2,+ 15.6,- 16.3
Wellington Turman,78.291,3-5-0,0,- 11.9,- 14.1,+ 17.3,+ 16.9,- 15.3
Justin Ledet,78.202,3-4-0,0,- 17.2,- 16.6,- 16.5,- 17.3,+ 14.6
Guido Cannetti,77.548,4-6-0,0,- 13.3,+ 16.4,+ 17.4,- 14.7,- 16.2
Walt Harris,77.376,6-9-0,0,- 12.8,- 13.7,- 13.8,+ 18.1,+ 16.8
Darren Stewart,77.349,5-7-0,0,- 15.5,- 16.1,- 14.9,+ 15.6,+ 17.1
Emil Meek,76.929,1-3-0,0,- 12.9,- 14.7,- 12.5,+ 17.1,+ 0.0
Mike Brown,76.818,2-4-0,0,- 13.4,+ 18.8,+ 17.3,- 14.6,- 15.3
Veronica Hardy,76.815,2-4-0,1,+ 18.6,- 14.0,+ 17.3,- 13.9,- 15.3
Andre Fialho,76.739,2-4-0,0,- 15.0,- 13.6,- 13.7,+ 15.9,+ 17.5
Will Brooks,76.641,1-3-0,0,- 12.4,- 14.4,- 15.1,+ 18.6,+ 0.0
Sam Stout,76.123,9-11-0,0,- 16.4,- 14.3,- 16.8,+ 15.6,- 17.2
Vince Morales,76.083,3-5-0,0,- 15.0,- 14.1,+ 17.1,+ 16.5,- 14.5
Marcin Held,76.078,1-3-0,1,+ 17.9,- 15.4,- 13.2,- 13.2,+ 0.0
Darrick Minner,75.871,2-4-0,0,- 15.0,- 13.9,- 13.6,+ 16.3,+ 16.7
Kyle Nelson,75.657,2-4-1,2,+ 18.7,- 0.7,- 15.7,- 14.0,+ 17.9
Craig White,75.381,0-2-0,0,- 13.6,- 11.1,+ 0.0,+ 0.0,+ 0.0
Travis Lutter,75.189,2-4-0,0,- 10.9,- 14.2,+ 14.7,- 15.3,- 14.4
Caol Uno,75.133,3-5-2,0,- 14.0,- 2.8,- 13.7,- 16.3,+ 1.3
Brian Johnston,75.108,2-4-0,0,- 15.6,- 14.0,- 13.9,+ 15.9,- 13.2
Jack Marshman,74.977,3-5-0,0,- 12.6,- 14.7,+ 15.1,- 16.1,- 14.7
Anthony Perosh,74.962,5-7-0,0,- 15.5,- 17.0,+ 15.7,- 13.6,+ 15.3
Mike de la Torre,74.876,2-4-0,0,- 12.7,- 15.9,+ 16.5,- 15.9,+ 17.4
Dhiego Lima,74.656,4-7-0,0,- 13.8,- 12.4,+ 17.4,+ 18.6,+ 20.4
Luke Sanders,74.645,3-5-0,0,- 16.2,- 15.6,+ 17.6,- 12.2,+ 16.0
Jessica-Rose Clark,74.600,4-5-0,0,- 15.5,- 19.1,- 17.2,+ 15.5,+ 16.2
Russell Doane,74.485,3-5-0,0,- 12.1,+ 16.6,- 13.1,- 16.5,- 17.6
Anthony Njokuani,74.071,3-5-0,0,- 14.2,- 16.2,+ 16.6,- 14.9,+ 17.3
James Irvin,74.047,4-6-0,0,- 17.0,- 15.4,- 12.3,+ 16.7,+ 16.7
DaMarques Johnson,73.942,4-6-0,0,- 15.5,- 12.6,- 16.1,+ 15.8,- 15.4
Rafael Alves,73.925,1-3-0,0,- 15.5,- 13.7,+ 17.1,- 13.9,+ 0.0
Ross Pearson,73.816,12-13-0,0,- 15.6,- 14.9,+ 15.4,- 16.4,- 15.7
Kyle Daukaus,73.624,2-4-0,0,- 15.8,- 14.8,+ 16.7,- 14.6,+ 16.7
Mario Miranda,73.574,1-3-0,0,- 14.8,- 13.2,+ 16.9,- 15.3,+ 0.0
Francisco Rivera,73.555,4-6-0,0,- 13.5,- 17.5,- 14.2,+ 16.0,- 13.7
Daniel Sarafian,73.551,2-4-0,0,- 16.3,+ 17.3,- 14.7,- 14.6,+ 16.7
Shane Roller,73.350,2-4-0,0,- 13.8,+ 15.5,- 16.1,- 16.2,- 13.4
Eric Shelton,73.313,2-4-0,0,- 15.5,+ 17.3,- 14.7,+ 17.4,- 15.3
Ray Rodriguez,73.260,0-2-0,0,- 11.8,- 15.0,+ 0.0,+ 0.0,+ 0.0
Jessica Penne,73.212,3-5-0,0,- 14.6,- 16.2,+ 16.0,+ 17.3,- 15.3
Malcolm Gordon,73.212,2-4-0,0,- 15.5,- 14.7,+ 16.6,+ 18.1,- 15.3
Derrick Krantz,73.199,0-2-0,0,- 14.9,- 11.9,+ 0.0,+ 0.0,+ 0.0
Isaac Vallie-Flagg,73.174,1-3-0,0,- 12.8,- 16.1,- 16.1,+ 18.2,+ 0.0
Ryo Chonan,73.166,1-3-0,0,- 15.5,- 15.5,+ 16.6,- 12.5,+ 0.0
James Moontasri,73.147,2-4-0,0,- 14.6,- 15.1,+ 16.6,- 14.5,+ 16.7
Dwight Grant,73.139,3-5-0,0,- 17.6,- 16.2,- 11.9,+ 15.2,- 15.4
Piotr Hallmann,73.135,2-4-0,0,- 14.6,- 16.2,- 13.4,+ 16.6,- 16.8
Hatsu Hioki,73.061,3-5-0,0,- 15.5,- 15.2,+ 16.5,- 13.4,- 14.8
Papy Abedi,72.998,1-3-0,0,- 14.7,+ 16.6,- 16.1,- 12.8,+ 0.0
Darrell Horcher,72.947,1-3-0,0,- 15.5,- 15.6,+ 15.8,- 11.8,+ 0.0
Kuniyoshi Hironaka,72.871,1-3-0,0,- 15.3,- 15.3,+ 17.3,- 13.8,+ 0.0
Lucio Linhares,72.819,0-2-0,0,- 11.9,- 15.3,+ 0.0,+ 0.0,+ 0.0
Chris Wilson,72.757,1-3-0,0,- 16.2,- 16.2,+ 16.5,- 11.3,+ 0.0
Pat Barry,72.626,5-7-0,0,- 15.4,- 15.2,+ 15.9,- 15.4,+ 16.1
Leonardo Mafra,72.625,1-3-0,0,- 14.7,+ 16.6,- 13.3,- 16.0,+ 0.0
SeungWoo Choi,72.589,3-5-0,0,- 15.5,- 16.2,- 14.4,+ 15.4,+ 17.9
Kevin Casey,72.470,1-3-1,0,- 14.5,- 1.5,- 13.4,+ 17.9,- 16.0
Goran Reljic,72.371,1-3-0,0,- 14.2,- 15.6,- 16.0,+ 18.2,+ 0.0
Saparbeg Safarov,72.303,1-3-0,0,- 14.6,+ 17.4,- 14.6,- 15.9,+ 0.0
Jason Dent,72.275,1-3-0,0,- 13.2,+ 17.5,- 16.0,- 16.0,+ 0.0
Felipe Colares,72.206,2-4-0,0,- 15.6,- 14.0,+ 16.2,- 15.2,+ 16.7
Mark Striegl,72.160,0-2-0,0,- 12.7,- 15.2,+ 0.0,+ 0.0,+ 0.0
Koji Oishi,72.148,0-2-0,0,- 14.0,- 13.9,+ 0.0,+ 0.0,+ 0.0
Christian Morecraft,72.115,1-3-0,0,- 16.1,- 13.3,+ 16.7,- 15.2,+ 0.0
Karl Roberson,72.057,4-6-0,0,- 15.4,- 16.2,- 15.3,- 16.1,+ 15.1
Alvin Robinson,72.050,1-3-0,0,- 16.1,- 14.7,+ 17.4,- 14.5,+ 0.0
Carmelo Marrero,72.001,1-3-0,0,- 14.7,- 15.3,- 15.4,+ 17.4,+ 0.0
Michael McBride,71.854,0-2-0,0,- 15.6,- 12.6,+ 0.0,+ 0.0,+ 0.0
Brandon Thatch,71.817,2-4-0,0,- 15.4,- 16.7,- 14.9,- 13.2,+ 15.9
Justin Levens,71.782,0-2-0,0,- 15.4,- 12.8,+ 0.0,+ 0.0,+ 0.0
Geane Herrera,71.768,1-3-0,0,- 14.7,- 15.1,+ 16.7,- 15.2,+ 0.0
Vanessa Melo,71.725,1-3-0,1,+ 16.7,- 13.8,- 15.3,- 15.9,+ 0.0
Sam Sicilia,71.719,5-7-0,0,- 15.4,- 15.5,- 16.2,+ 15.9,+ 17.4
Justin Eilers,71.692,1-3-0,0,- 14.6,- 13.6,- 16.8,+ 16.7,+ 0.0
Don Shainis,71.653,0-2-0,0,- 15.4,- 12.9,+ 0.0,+ 0.0,+ 0.0
Alex Da Silva,71.635,1-3-0,0,- 13.8,- 14.5,+ 16.8,- 16.9,+ 0.0
Alex Nicholson,71.601,1-3-0,0,- 15.3,- 14.5,+ 16.7,- 15.3,+ 0.0
Jason Gonzalez,71.600,1-3-0,0,- 13.4,- 14.5,+ 16.1,- 16.6,+ 0.0
Elizabeth Phillips,71.570,1-3-0,0,- 13.8,+ 16.7,- 15.3,- 16.0,+ 0.0
Frankie Perez,71.529,1-3-0,0,- 14.2,- 15.4,+ 16.4,- 15.3,+ 0.0
Victoria Leonardo,71.516,1-3-0,0,- 13.9,+ 16.6,- 15.3,- 16.0,+ 0.0
Chad Griggs,71.499,0-2-0,0,- 14.8,- 13.7,+ 0.0,+ 0.0,+ 0.0
Carlos Huachin,71.468,0-2-0,0,- 13.9,- 14.6,+ 0.0,+ 0.0,+ 0.0
Alberto Crane,71.439,0-2-0,0,- 15.3,- 13.3,+ 0.0,+ 0.0,+ 0.0
Mehdi Baghdad,71.432,0-2-0,0,- 14.7,- 13.8,+ 0.0,+ 0.0,+ 0.0
Wagner Prado,71.428,0-2-0,0,- 15.4,- 13.2,+ 0.0,+ 0.0,+ 0.0
Amar Suloev,71.415,0-2-0,0,- 15.4,- 13.2,+ 0.0,+ 0.0,+ 0.0
Efrain Escudero,71.412,5-7-0,0,- 13.9,- 15.9,+ 16.0,+ 16.7,- 14.5
Terry Martin,71.396,2-4-0,0,- 17.5,- 14.8,+ 17.4,+ 17.6,- 14.5
Louis Gaudinot,71.343,1-3-0,0,- 13.4,- 16.0,+ 16.7,- 16.0,+ 0.0
Jon Delos Reyes,71.342,1-3-0,0,- 15.3,+ 16.6,- 14.0,- 16.0,+ 0.0
Luigi Vendramini,71.342,1-3-0,0,- 15.4,- 16.1,+ 15.9,- 13.1,+ 0.0
Kevin Aguilar,71.327,2-4-0,0,- 15.4,- 16.5,- 15.5,- 16.1,+ 17.9
Bobby Moffett,71.309,0-2-0,0,- 13.4,- 15.3,+ 0.0,+ 0.0,+ 0.0
Clay Collard,71.257,1-3-0,0,- 15.5,- 15.4,+ 16.6,- 14.5,+ 0.0
Akbarh Arreola,71.243,1-3-0,0,- 14.6,- 14.7,+ 16.6,- 16.0,+ 0.0
Renee Forte,71.239,1-3-0,0,- 15.4,- 14.7,+ 18.0,- 16.7,+ 0.0
TJ O'Brien,71.238,0-2-0,0,- 13.4,- 15.4,+ 0.0,+ 0.0,+ 0.0
Brad Scott,71.188,3-5-0,0,- 15.4,- 15.3,+ 16.0,- 14.7,+ 16.6
Bart Palaszewski,71.125,1-3-0,0,- 14.5,- 15.9,- 16.1,+ 17.7,+ 0.0
Jason Witt,71.123,2-4-0,0,- 15.4,- 16.1,+ 17.7,- 15.3,+ 16.1
Danny Martinez,71.063,1-3-0,1,+ 17.4,- 14.5,- 16.9,- 14.9,+ 0.0
Rhys McKee,71.059,0-2-0,0,- 13.6,- 15.3,+ 0.0,+ 0.0,+ 0.0
Jon Olav Einemo,71.000,0-2-0,0,- 13.0,- 16.0,+ 0.0,+ 0.0,+ 0.0
Marcus Aurelio,70.906,2-4-0,0,- 14.6,- 15.3,- 14.5,+ 16.0,+ 16.0
Anderson Dos Santos,70.892,1-3-0,0,- 14.6,+ 16.0,- 15.2,- 15.3,+ 0.0
Chris Fishgold,70.889,1-3-0,0,- 15.3,- 14.0,+ 15.3,- 15.2,+ 0.0
Vagner Rocha,70.882,1-3-0,0,- 14.6,- 16.1,+ 16.8,- 15.2,+ 0.0
Antonio Mendes,70.881,0-2-0,0,- 15.3,- 13.8,+ 0.0,+ 0.0,+ 0.0
Reese Andy,70.881,0-2-0,0,- 14.4,- 14.7,+ 0.0,+ 0.0,+ 0.0
Gabriel Santos,70.867,0-2-0,0,- 15.4,- 13.8,+ 0.0,+ 0.0,+ 0.0
Sean Salmon,70.844,0-2-0,0,- 16.1,- 13.1,+ 0.0,+ 0.0,+ 0.0
Kazula Vargas,70.840,1-3-0,0,- 14.6,+ 17.5,- 15.2,- 16.8,+ 0.0
Josh Copeland,70.833,0-2-0,0,- 13.9,- 15.3,+ 0.0,+ 0.0,+ 0.0
Jason Novelli,70.832,0-2-0,0,- 13.9,- 15.3,+ 0.0,+ 0.0,+ 0.0
Johnny Eduardo,70.831,3-5-0,0,- 13.1,- 16.0,- 16.5,+ 15.7,- 14.4
